iteration,prob
220,0.11880223169195213
221,0.05589576235906468
222,0.0956106509503456
223,0.1566350667503249
224,0.20153032640828544
225,0.16003707218156127
226,0.11602983579580506
227,0.08600885256252133
228,0.0734541633903315
229,0.07726522683847781
230,0.07517190127065193
231,0.06876813042354413
232,0.06896861537145049
233,0.06709871735060152
234,0.061323010145515944
235,0.11935089278189404
236,0.21981241122521644
237,0.24267104062106964
238,0.10971935946618783
239,0.24272770527437915
240,0.21308037363848492
241,0.11769871709429158
242,0.09259068039504714
243,0.10597226729405745
244,0.18777949084029194
245,0.17083109826731346
246,0.11709333687626533
247,0.14271891813599702
248,0.19992946493866026
249,0.1841996902079584
250,0.24173175340922198
251,0.3653073945744123
252,0.2446572638279519
253,0.21675841667949386
254,0.20359777970920634
255,0.165447126351147
256,0.13419154788844845
257,0.12448400958464634
258,0.10460660720362946
259,0.12386809826418632
260,0.1358169154235554
261,0.12807971104903304
262,0.12974649859222015
263,0.13256598035499134
264,0.10847403968857494
265,0.07838143357083122
266,0.08296319007598241
267,0.08127057033747154
268,0.0992289496226495
269,0.13675405471936947
270,0.13483218104403555
271,0.12622558030165698
272,0.1400454257406985
273,0.1800026244198111
274,0.2177761782459372
275,0.2089268087050492
276,0.17971382737940267
277,0.1766555580367602
278,0.15966147056852387
279,0.2074815463388709
280,0.16729404235239628
281,0.21415648903538514
282,0.16739342996693438
283,0.12127804363717165
284,0.08813561947865095
285,0.0697451257646804
286,0.08905067659678503
287,0.12075731202324635
288,0.18639377225703258
289,0.14682744395055716
290,0.06386732832969566
291,0.03435500836060024
292,0.04810380363900746
293,0.06719999363318419
294,0.08647634596850717
295,0.09022829814869726
296,0.07066738274615203
297,0.044595398338676484
298,0.037995467570210106
299,0.03547772275274941
300,0.03579043215954025
301,0.03419285303859443
302,0.03090843759770434
303,0.026573762722240435
304,0.022408377604554164
305,0.025001652592285428
306,0.027793888022751234
307,0.030653605953347707
308,0.03334187838811947
309,0.03549028552182637
310,0.03662343498583481
311,0.03626427729968057
312,0.034126727709762994
313,0.0317587708246882
314,0.03463015913427736
315,0.03735373984491758
316,0.04087774425430879
317,0.04474751639646729
318,0.04801345807630114
319,0.053928553541045754
320,0.0625968273958376
321,0.07144402589992094
322,0.0850286088195587
323,0.10757929688138301
324,0.17811039131312167
325,0.44010372001698533
326,0.47251955285945385
327,0.21391494916750342
328,0.11813499439000852
329,0.09421630305781525
330,0.07576647955654808
331,0.062229090899422246
332,0.053003256558352696
333,0.045837761905494934
334,0.039415109734351805
335,0.033723308049322
336,0.03617694262183713
337,0.0416596402673689
338,0.04346072967573911
339,0.03923911347508224
340,0.03024283558202623
341,0.020590529290741677
342,0.019366778757096637
